year,state,city,offence_category,offence_sub_category,value,unit,notes
2020,Maharashtra,Nagpur,Computer Related Offences,Identity Theft,4,value in absolute number,
2020,Maharashtra,Nagpur,Computer Related Offences,Cheating by personation by using computer resource,8,value in absolute number,
2020,Maharashtra,Nagpur,Computer Related Offences,Violation of Privacy,0,value in absolute number,
2020,Maharashtra,Nagpur,Cyber Terrorism,,0,value in absolute number,
2020,Maharashtra,Nagpur,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting obscene material in Electronic Form,1,value in absolute number,
2020,Maharashtra,Nagpur,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material containing Sexually explicit act in electronic form,3,value in absolute number,
2020,Maharashtra,Nagpur,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material depicting children in Sexually explicit act in electronic form,23,value in absolute number,
2020,Maharashtra,Nagpur,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Preservation and retention of information by intermediaries,2,value in absolute number,
2020,Maharashtra,Nagpur,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Others,0,value in absolute number,
2020,Maharashtra,Nagpur,Interception or Monitoring or decryption of Information,,0,value in absolute number,
2020,Maharashtra,Nagpur,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2020,Maharashtra,Nagpur,Abetment to Commit Offences,,0,value in absolute number,
2020,Maharashtra,Nagpur,Attempt to Commit Offences,,0,value in absolute number,
2020,Maharashtra,Nagpur,Others,,0,value in absolute number,
2020,Maharashtra,Nagpur,Total,,42,value in absolute number,
2020,Bihar,Patna,Tampering Computer Source documents,,0,value in absolute number,
2020,Bihar,Patna,Computer Related Offences,Ransomware (Section 66),0,value in absolute number,
2020,Bihar,Patna,Computer Related Offences,Offences otherthan Ransomware (Sec 66),0,value in absolute number,
2020,Bihar,Patna,Computer Related Offences,Dishonesty receiving stolen computer resource or communication device,0,value in absolute number,
2020,Bihar,Patna,Computer Related Offences,Identity Theft,0,value in absolute number,
2020,Bihar,Patna,Computer Related Offences,Cheating by personation by using computer resource,0,value in absolute number,
2020,Bihar,Patna,Computer Related Offences,Violation of Privacy,0,value in absolute number,
2020,Bihar,Patna,Cyber Terrorism,,0,value in absolute number,
2020,Bihar,Patna,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting obscene material in Electronic Form,0,value in absolute number,
2020,Bihar,Patna,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material containing Sexually explicit act in electronic form,0,value in absolute number,
2020,Bihar,Patna,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material depicting children in Sexually explicit act in electronic form,0,value in absolute number,
2020,Bihar,Patna,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Preservation and retention of information by intermediaries,0,value in absolute number,
2020,Bihar,Patna,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Others,0,value in absolute number,
2020,Bihar,Patna,Interception or Monitoring or decryption of Information,,0,value in absolute number,
2020,Bihar,Patna,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2020,Bihar,Patna,Abetment to Commit Offences,,0,value in absolute number,
2020,Bihar,Patna,Attempt to Commit Offences,,0,value in absolute number,
2020,Bihar,Patna,Others,,0,value in absolute number,
2020,Bihar,Patna,Total,,0,value in absolute number,
2020,Maharashtra,Pune,Tampering Computer Source documents,,0,value in absolute number,
2020,Maharashtra,Pune,Computer Related Offences,Ransomware (Section 66),0,value in absolute number,
2020,Maharashtra,Pune,Computer Related Offences,Offences otherthan Ransomware (Sec 66),0,value in absolute number,
2020,Maharashtra,Pune,Computer Related Offences,Dishonesty receiving stolen computer resource or communication device,2,value in absolute number,
2020,Maharashtra,Pune,Computer Related Offences,Identity Theft,21,value in absolute number,
2020,Maharashtra,Pune,Computer Related Offences,Cheating by personation by using computer resource,27,value in absolute number,
2020,Maharashtra,Pune,Computer Related Offences,Violation of Privacy,3,value in absolute number,
2020,Maharashtra,Pune,Cyber Terrorism,,0,value in absolute number,
2020,Maharashtra,Pune,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting obscene material in Electronic Form,1,value in absolute number,
2020,Maharashtra,Pune,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material containing Sexually explicit act in electronic form,1,value in absolute number,
2020,Maharashtra,Pune,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material depicting children in Sexually explicit act in electronic form,3,value in absolute number,
2020,Maharashtra,Pune,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Preservation and retention of information by intermediaries,0,value in absolute number,
2020,Maharashtra,Pune,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Others,0,value in absolute number,
2020,Maharashtra,Pune,Interception or Monitoring or decryption of Information,,0,value in absolute number,
2020,Maharashtra,Pune,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2020,Maharashtra,Pune,Abetment to Commit Offences,,0,value in absolute number,
2020,Maharashtra,Pune,Attempt to Commit Offences,,2,value in absolute number,
2020,Maharashtra,Pune,Others,,1,value in absolute number,
2020,Maharashtra,Pune,Total,,61,value in absolute number,
2020,Gujarat,Surat,Tampering Computer Source documents,,0,value in absolute number,
2020,Gujarat,Surat,Computer Related Offences,Ransomware (Section 66),0,value in absolute number,
2020,Gujarat,Surat,Computer Related Offences,Offences otherthan Ransomware (Sec 66),0,value in absolute number,
2020,Gujarat,Surat,Computer Related Offences,Dishonesty receiving stolen computer resource or communication device,0,value in absolute number,
2020,Gujarat,Surat,Computer Related Offences,Identity Theft,47,value in absolute number,
2020,Gujarat,Surat,Computer Related Offences,Cheating by personation by using computer resource,16,value in absolute number,
2020,Gujarat,Surat,Computer Related Offences,Violation of Privacy,0,value in absolute number,
2020,Gujarat,Surat,Cyber Terrorism,,0,value in absolute number,
2020,Gujarat,Surat,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting obscene material in Electronic Form,0,value in absolute number,
2020,Gujarat,Surat,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material containing Sexually explicit act in electronic form,0,value in absolute number,
2020,Gujarat,Surat,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material depicting children in Sexually explicit act in electronic form,0,value in absolute number,
2020,Gujarat,Surat,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Preservation and retention of information by intermediaries,0,value in absolute number,
2020,Gujarat,Surat,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Others,0,value in absolute number,
2020,Gujarat,Surat,Interception or Monitoring or decryption of Information,,0,value in absolute number,
2020,Gujarat,Surat,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2020,Gujarat,Surat,Abetment to Commit Offences,,0,value in absolute number,
2020,Gujarat,Surat,Attempt to Commit Offences,,0,value in absolute number,
2020,Gujarat,Surat,Others,,0,value in absolute number,
2020,Gujarat,Surat,Total,,63,value in absolute number,
2020,,Total Cities,Tampering Computer Source documents,,3,value in absolute number,
2020,,Total Cities,Computer Related Offences,Ransomware (Section 66),516,value in absolute number,
2020,,Total Cities,Computer Related Offences,Offences otherthan Ransomware (Sec 66),433,value in absolute number,
2020,,Total Cities,Computer Related Offences,Dishonesty receiving stolen computer resource or communication device,9,value in absolute number,
2020,,Total Cities,Computer Related Offences,Identity Theft,3396,value in absolute number,
2020,,Total Cities,Computer Related Offences,Cheating by personation by using computer resource,6954,value in absolute number,
2020,,Total Cities,Computer Related Offences,Violation of Privacy,48,value in absolute number,
2020,,Total Cities,Cyber Terrorism,,3,value in absolute number,
2020,,Total Cities,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting obscene material in Electronic Form,414,value in absolute number,
2020,,Total Cities,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material containing Sexually explicit act in electronic form,140,value in absolute number,
2020,,Total Cities,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material depicting children in Sexually explicit act in electronic form,117,value in absolute number,
2020,,Total Cities,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Preservation and retention of information by intermediaries,6,value in absolute number,
2020,,Total Cities,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Others,65,value in absolute number,
2020,,Total Cities,Interception or Monitoring or decryption of Information,,3,value in absolute number,
2020,,Total Cities,Unauthorized access or attempt to access to protected computer system,,1,value in absolute number,
2020,,Total Cities,Abetment to Commit Offences,,0,value in absolute number,
2020,,Total Cities,Attempt to Commit Offences,,3,value in absolute number,
2020,,Total Cities,Others,,114,value in absolute number,
2020,,Total Cities,Total,,12225,value in absolute number,
2019,Gujarat,Ahmedabad,Tampering Computer Source documents,,2,value in absolute number,
2019,Gujarat,Ahmedabad,Computer Related Offences,Ransomware (Section 66),0,value in absolute number,
2019,Gujarat,Ahmedabad,Computer Related Offences,Offences otherthan Ransomware (Sec 66),2,value in absolute number,
2019,Gujarat,Ahmedabad,Computer Related Offences,Dishonesty receiving stolen computer resource or communication device,0,value in absolute number,
2019,Gujarat,Ahmedabad,Computer Related Offences,Identity Theft,21,value in absolute number,
2019,Gujarat,Ahmedabad,Computer Related Offences,Cheating by personation by using computer resource,5,value in absolute number,
2019,Gujarat,Ahmedabad,Computer Related Offences,Violation of Privacy,1,value in absolute number,
2019,Gujarat,Ahmedabad,Cyber Terrorism,,0,value in absolute number,
2019,Gujarat,Ahmedabad,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting obscene material in Electronic Form,16,value in absolute number,
2019,Gujarat,Ahmedabad,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material containing Sexually explicit act in electronic form,1,value in absolute number,
2019,Gujarat,Ahmedabad,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material depicting children in Sexually explicit act in electronic form,0,value in absolute number,
2019,Gujarat,Ahmedabad,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Preservation and retention of information by intermediaries,0,value in absolute number,
2019,Gujarat,Ahmedabad,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Others,0,value in absolute number,
2019,Gujarat,Ahmedabad,Interception or Monitoring or decryption of Information,,0,value in absolute number,
2019,Gujarat,Ahmedabad,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2019,Gujarat,Ahmedabad,Abetment to Commit Offences,,0,value in absolute number,
2019,Gujarat,Ahmedabad,Attempt to Commit Offences,,0,value in absolute number,
2019,Gujarat,Ahmedabad,Others,,1,value in absolute number,
2019,Gujarat,Ahmedabad,Total,,49,value in absolute number,
2019,Karnataka,Bengaluru,Tampering Computer Source documents,,10,value in absolute number,
2019,Karnataka,Bengaluru,Computer Related Offences,Ransomware (Section 66),13,value in absolute number,
2019,Karnataka,Bengaluru,Computer Related Offences,Offences otherthan Ransomware (Sec 66),112,value in absolute number,
2019,Karnataka,Bengaluru,Computer Related Offences,Dishonesty receiving stolen computer resource or communication device,21,value in absolute number,
2019,Karnataka,Bengaluru,Computer Related Offences,Identity Theft,10000,value in absolute number,
2019,Karnataka,Bengaluru,Computer Related Offences,Cheating by personation by using computer resource,158,value in absolute number,
2019,Karnataka,Bengaluru,Computer Related Offences,Violation of Privacy,20,value in absolute number,
2019,Karnataka,Bengaluru,Cyber Terrorism,,0,value in absolute number,
2019,Karnataka,Bengaluru,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting obscene material in Electronic Form,146,value in absolute number,
2019,Karnataka,Bengaluru,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material containing Sexually explicit act in electronic form,70,value in absolute number,
2019,Karnataka,Bengaluru,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material depicting children in Sexually explicit act in electronic form,0,value in absolute number,
2019,Karnataka,Bengaluru,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Preservation and retention of information by intermediaries,0,value in absolute number,
2019,Karnataka,Bengaluru,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Others,0,value in absolute number,
2019,Karnataka,Bengaluru,Interception or Monitoring or decryption of Information,,0,value in absolute number,
2019,Karnataka,Bengaluru,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2019,Karnataka,Bengaluru,Abetment to Commit Offences,,0,value in absolute number,
2019,Karnataka,Bengaluru,Attempt to Commit Offences,,0,value in absolute number,
2019,Karnataka,Bengaluru,Others,,5,value in absolute number,
2019,Karnataka,Bengaluru,Total,,10555,value in absolute number,
2019,Tamil Nadu,Chennai,Tampering Computer Source documents,,1,value in absolute number,
2019,Tamil Nadu,Chennai,Computer Related Offences,Ransomware (Section 66),12,value in absolute number,
2019,Tamil Nadu,Chennai,Computer Related Offences,Offences otherthan Ransomware (Sec 66),6,value in absolute number,
2019,Tamil Nadu,Chennai,Computer Related Offences,Dishonesty receiving stolen computer resource or communication device,0,value in absolute number,
2019,Tamil Nadu,Chennai,Computer Related Offences,Identity Theft,14,value in absolute number,
2019,Tamil Nadu,Chennai,Computer Related Offences,Cheating by personation by using computer resource,9,value in absolute number,
2019,Tamil Nadu,Chennai,Computer Related Offences,Violation of Privacy,1,value in absolute number,
2019,Tamil Nadu,Chennai,Cyber Terrorism,,0,value in absolute number,
2019,Tamil Nadu,Chennai,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting obscene material in Electronic Form,9,value in absolute number,
2019,Tamil Nadu,Chennai,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material containing Sexually explicit act in electronic form,19,value in absolute number,
2019,Tamil Nadu,Chennai,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material depicting children in Sexually explicit act in electronic form,1,value in absolute number,
2019,Tamil Nadu,Chennai,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Preservation and retention of information by intermediaries,0,value in absolute number,
2019,Tamil Nadu,Chennai,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Others,0,value in absolute number,
2019,Tamil Nadu,Chennai,Interception or Monitoring or decryption of Information,,0,value in absolute number,
2019,Tamil Nadu,Chennai,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2019,Tamil Nadu,Chennai,Abetment to Commit Offences,,0,value in absolute number,
2019,Tamil Nadu,Chennai,Attempt to Commit Offences,,0,value in absolute number,
2019,Tamil Nadu,Chennai,Others,,0,value in absolute number,
2019,Tamil Nadu,Chennai,Total,,72,value in absolute number,
2019,Tamil Nadu,Coimbatore,Tampering Computer Source documents,,0,value in absolute number,
2019,Tamil Nadu,Coimbatore,Computer Related Offences,Ransomware (Section 66),0,value in absolute number,
2019,Tamil Nadu,Coimbatore,Computer Related Offences,Offences otherthan Ransomware (Sec 66),0,value in absolute number,
2019,Tamil Nadu,Coimbatore,Computer Related Offences,Dishonesty receiving stolen computer resource or communication device,0,value in absolute number,
2019,Tamil Nadu,Coimbatore,Computer Related Offences,Identity Theft,0,value in absolute number,
2019,Tamil Nadu,Coimbatore,Computer Related Offences,Cheating by personation by using computer resource,0,value in absolute number,
2019,Tamil Nadu,Coimbatore,Computer Related Offences,Violation of Privacy,0,value in absolute number,
2019,Tamil Nadu,Coimbatore,Cyber Terrorism,,0,value in absolute number,
2019,Tamil Nadu,Coimbatore,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting obscene material in Electronic Form,0,value in absolute number,
2019,Tamil Nadu,Coimbatore,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material containing Sexually explicit act in electronic form,0,value in absolute number,
2019,Tamil Nadu,Coimbatore,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material depicting children in Sexually explicit act in electronic form,0,value in absolute number,
2019,Tamil Nadu,Coimbatore,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Preservation and retention of information by intermediaries,0,value in absolute number,
2019,Tamil Nadu,Coimbatore,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Others,1,value in absolute number,
2019,Tamil Nadu,Coimbatore,Interception or Monitoring or decryption of Information,,0,value in absolute number,
2019,Tamil Nadu,Coimbatore,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2019,Tamil Nadu,Coimbatore,Abetment to Commit Offences,,0,value in absolute number,
2019,Tamil Nadu,Coimbatore,Attempt to Commit Offences,,1,value in absolute number,
2019,Tamil Nadu,Coimbatore,Others,,0,value in absolute number,
2019,Tamil Nadu,Coimbatore,Total,,2,value in absolute number,
2019,Delhi,Delhi City,Tampering Computer Source documents,,0,value in absolute number,
2019,Delhi,Delhi City,Computer Related Offences,Ransomware (Section 66),0,value in absolute number,
2019,Delhi,Delhi City,Computer Related Offences,Offences otherthan Ransomware (Sec 66),4,value in absolute number,
2019,Delhi,Delhi City,Computer Related Offences,Dishonesty receiving stolen computer resource or communication device,8,value in absolute number,
2019,Delhi,Delhi City,Computer Related Offences,Identity Theft,8,value in absolute number,
2019,Delhi,Delhi City,Computer Related Offences,Cheating by personation by using computer resource,8,value in absolute number,
2019,Delhi,Delhi City,Computer Related Offences,Violation of Privacy,3,value in absolute number,
2019,Delhi,Delhi City,Cyber Terrorism,,0,value in absolute number,
2019,Delhi,Delhi City,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting obscene material in Electronic Form,4,value in absolute number,
2019,Delhi,Delhi City,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material containing Sexually explicit act in electronic form,6,value in absolute number,
2019,Delhi,Delhi City,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material depicting children in Sexually explicit act in electronic form,1,value in absolute number,
2019,Delhi,Delhi City,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Preservation and retention of information by intermediaries,0,value in absolute number,
2019,Delhi,Delhi City,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Others,1,value in absolute number,
2019,Delhi,Delhi City,Interception or Monitoring or decryption of Information,,0,value in absolute number,
2019,Delhi,Delhi City,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2019,Delhi,Delhi City,Abetment to Commit Offences,,0,value in absolute number,
2019,Delhi,Delhi City,Attempt to Commit Offences,,0,value in absolute number,
2019,Delhi,Delhi City,Others,,2,value in absolute number,
2019,Delhi,Delhi City,Total,,45,value in absolute number,
2019,Uttar Pradesh,Ghaziabad,Tampering Computer Source documents,,0,value in absolute number,
2019,Uttar Pradesh,Ghaziabad,Computer Related Offences,Ransomware (Section 66),39,value in absolute number,
2019,Uttar Pradesh,Ghaziabad,Computer Related Offences,Offences otherthan Ransomware (Sec 66),0,value in absolute number,
2019,Uttar Pradesh,Ghaziabad,Computer Related Offences,Dishonesty receiving stolen computer resource or communication device,67,value in absolute number,
2019,Uttar Pradesh,Ghaziabad,Computer Related Offences,Identity Theft,39,value in absolute number,
2019,Uttar Pradesh,Ghaziabad,Computer Related Offences,Cheating by personation by using computer resource,47,value in absolute number,
2019,Uttar Pradesh,Ghaziabad,Computer Related Offences,Violation of Privacy,0,value in absolute number,
2019,Uttar Pradesh,Ghaziabad,Cyber Terrorism,,0,value in absolute number,
2019,Uttar Pradesh,Ghaziabad,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting obscene material in Electronic Form,17,value in absolute number,
2019,Uttar Pradesh,Ghaziabad,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material containing Sexually explicit act in electronic form,0,value in absolute number,
2019,Uttar Pradesh,Ghaziabad,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material depicting children in Sexually explicit act in electronic form,0,value in absolute number,
2019,Uttar Pradesh,Ghaziabad,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Preservation and retention of information by intermediaries,0,value in absolute number,
2019,Uttar Pradesh,Ghaziabad,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Others,11,value in absolute number,
2019,Uttar Pradesh,Ghaziabad,Interception or Monitoring or decryption of Information,,0,value in absolute number,
2019,Uttar Pradesh,Ghaziabad,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2019,Uttar Pradesh,Ghaziabad,Abetment to Commit Offences,,0,value in absolute number,
2019,Uttar Pradesh,Ghaziabad,Attempt to Commit Offences,,0,value in absolute number,
2019,Uttar Pradesh,Ghaziabad,Others,,0,value in absolute number,
2019,Uttar Pradesh,Ghaziabad,Total,,220,value in absolute number,
2019,Telangana,Hyderabad,Tampering Computer Source documents,,0,value in absolute number,
2019,Telangana,Hyderabad,Computer Related Offences,Ransomware (Section 66),3,value in absolute number,
2019,Telangana,Hyderabad,Computer Related Offences,Offences otherthan Ransomware (Sec 66),0,value in absolute number,
2019,Telangana,Hyderabad,Computer Related Offences,Dishonesty receiving stolen computer resource or communication device,0,value in absolute number,
2019,Telangana,Hyderabad,Computer Related Offences,Identity Theft,0,value in absolute number,
2019,Telangana,Hyderabad,Computer Related Offences,Cheating by personation by using computer resource,1264,value in absolute number,
2019,Telangana,Hyderabad,Computer Related Offences,Violation of Privacy,0,value in absolute number,
2019,Telangana,Hyderabad,Cyber Terrorism,,0,value in absolute number,
2019,Telangana,Hyderabad,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting obscene material in Electronic Form,0,value in absolute number,
2019,Telangana,Hyderabad,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material containing Sexually explicit act in electronic form,112,value in absolute number,
2019,Telangana,Hyderabad,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material depicting children in Sexually explicit act in electronic form,0,value in absolute number,
2019,Telangana,Hyderabad,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Preservation and retention of information by intermediaries,0,value in absolute number,
2019,Telangana,Hyderabad,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Others,0,value in absolute number,
2019,Telangana,Hyderabad,Interception or Monitoring or decryption of Information,,0,value in absolute number,
2019,Telangana,Hyderabad,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2019,Telangana,Hyderabad,Abetment to Commit Offences,,0,value in absolute number,
2019,Telangana,Hyderabad,Attempt to Commit Offences,,0,value in absolute number,
2019,Telangana,Hyderabad,Others,,0,value in absolute number,
2019,Telangana,Hyderabad,Total,,1379,value in absolute number,
2019,Madhya Pradesh,Indore,Tampering Computer Source documents,,0,value in absolute number,
2019,Madhya Pradesh,Indore,Computer Related Offences,Ransomware (Section 66),0,value in absolute number,
2019,Madhya Pradesh,Indore,Computer Related Offences,Offences otherthan Ransomware (Sec 66),1,value in absolute number,
2019,Madhya Pradesh,Indore,Computer Related Offences,Dishonesty receiving stolen computer resource or communication device,0,value in absolute number,
2019,Madhya Pradesh,Indore,Computer Related Offences,Identity Theft,2,value in absolute number,
2019,Madhya Pradesh,Indore,Computer Related Offences,Cheating by personation by using computer resource,0,value in absolute number,
2019,Madhya Pradesh,Indore,Computer Related Offences,Violation of Privacy,0,value in absolute number,
2019,Madhya Pradesh,Indore,Cyber Terrorism,,0,value in absolute number,
2019,Madhya Pradesh,Indore,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting obscene material in Electronic Form,0,value in absolute number,
2019,Madhya Pradesh,Indore,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material containing Sexually explicit act in electronic form,0,value in absolute number,
2019,Madhya Pradesh,Indore,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material depicting children in Sexually explicit act in electronic form,0,value in absolute number,
2019,Madhya Pradesh,Indore,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Preservation and retention of information by intermediaries,0,value in absolute number,
2019,Madhya Pradesh,Indore,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Others,0,value in absolute number,
2019,Madhya Pradesh,Indore,Interception or Monitoring or decryption of Information,,0,value in absolute number,
2019,Madhya Pradesh,Indore,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2019,Madhya Pradesh,Indore,Abetment to Commit Offences,,0,value in absolute number,
2019,Madhya Pradesh,Indore,Attempt to Commit Offences,,0,value in absolute number,
2019,Madhya Pradesh,Indore,Others,,0,value in absolute number,
2019,Madhya Pradesh,Indore,Total,,3,value in absolute number,
2019,Rajasthan,Jaipur,Tampering Computer Source documents,,1,value in absolute number,
2019,Rajasthan,Jaipur,Computer Related Offences,Ransomware (Section 66),0,value in absolute number,
2019,Rajasthan,Jaipur,Computer Related Offences,Offences otherthan Ransomware (Sec 66),2,value in absolute number,
2019,Rajasthan,Jaipur,Computer Related Offences,Dishonesty receiving stolen computer resource or communication device,1,value in absolute number,
2019,Rajasthan,Jaipur,Computer Related Offences,Identity Theft,134,value in absolute number,
2019,Rajasthan,Jaipur,Computer Related Offences,Cheating by personation by using computer resource,88,value in absolute number,
2019,Rajasthan,Jaipur,Computer Related Offences,Violation of Privacy,2,value in absolute number,
2019,Rajasthan,Jaipur,Cyber Terrorism,,0,value in absolute number,
2019,Rajasthan,Jaipur,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting obscene material in Electronic Form,9,value in absolute number,
2019,Rajasthan,Jaipur,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material containing Sexually explicit act in electronic form,9,value in absolute number,
2019,Rajasthan,Jaipur,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material depicting children in Sexually explicit act in electronic form,0,value in absolute number,
2019,Rajasthan,Jaipur,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Preservation and retention of information by intermediaries,0,value in absolute number,
2019,Rajasthan,Jaipur,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Others,5,value in absolute number,
2019,Rajasthan,Jaipur,Interception or Monitoring or decryption of Information,,0,value in absolute number,
2019,Rajasthan,Jaipur,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2019,Rajasthan,Jaipur,Abetment to Commit Offences,,0,value in absolute number,
2019,Rajasthan,Jaipur,Attempt to Commit Offences,,0,value in absolute number,
2019,Rajasthan,Jaipur,Others,,179,value in absolute number,
2019,Rajasthan,Jaipur,Total,,430,value in absolute number,
2019,Uttar Pradesh,Kanpur,Tampering Computer Source documents,,0,value in absolute number,
2019,Uttar Pradesh,Kanpur,Computer Related Offences,Ransomware (Section 66),0,value in absolute number,
2019,Uttar Pradesh,Kanpur,Computer Related Offences,Offences otherthan Ransomware (Sec 66),256,value in absolute number,
2019,Uttar Pradesh,Kanpur,Computer Related Offences,Dishonesty receiving stolen computer resource or communication device,0,value in absolute number,
2019,Uttar Pradesh,Kanpur,Computer Related Offences,Identity Theft,67,value in absolute number,
2019,Uttar Pradesh,Kanpur,Computer Related Offences,Cheating by personation by using computer resource,0,value in absolute number,
2019,Uttar Pradesh,Kanpur,Computer Related Offences,Violation of Privacy,0,value in absolute number,
2019,Uttar Pradesh,Kanpur,Cyber Terrorism,,0,value in absolute number,
2019,Uttar Pradesh,Kanpur,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting obscene material in Electronic Form,42,value in absolute number,
2019,Uttar Pradesh,Kanpur,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material containing Sexually explicit act in electronic form,0,value in absolute number,
